USAFLEX INDUSTRIA E COMERCIO SA - 86900925000104
R. MARECHAL DEODORO DA FONSECA, 530  - CASA DA PEDRA     
95650-000 RS IGREJINHA
N° Cliente: 119118652

Período de Referência: 21/11/2025 a 20/12/2025
Data de Vencimento: 17/01/2026 - Filtro:   - (Todos)
Valor: R$ 697,33
Nota Fiscal Claro:301874712/122025:B47 ICMS: Aliquota: 18,00 Base de Calculo: 200,43 Valor Imposto: 36,08
Nota Fiscal Claro:301874712/122025:B47 PIS: Aliquota: 0,65 Base de Calculo: 164,35 Valor Imposto: 1,07
Nota Fiscal Claro:301874712/122025:B47 COFINS: Aliquota: 3,00 Base de Calculo: 164,35 Valor Imposto: 4,93
Nota Fiscal Claro:301874712/122025:B47 COFINS: Aliquota: 7,60 Base de Calculo: 14,77 Valor Imposto: 1,12
Nota Fiscal Claro:301874712/122025:B47 PIS: Aliquota: 1,65 Base de Calculo: 14,77 Valor Imposto: 0,23
Nota Fiscal Claro:313557992/122025 Documento Financeiro: Aliquota: 0,00 Base de Calculo: 0,00 Valor Imposto: 459,09

Identificação para débito automático: 148772336

Tel;Seção;Data;Hora;Origem(UF)-Destino;Número;Duração/Quantidade;Tarifa;Valor;Valor Cobrado;Nome;CC;Matrícula;Sub-Seção;Tipo Imposto;Descrição;Cargo;Nome Local Origem;Nome Local Destino;Código Local Origem;Código Local Destino
11 99016-0634;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;4,51;4,51;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99012-7274;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;4,51;4,51;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-3726;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;2,38;2,38;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99005-3956;Gestor Online : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,33;3,33;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99016-0634;Gestor Online : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,33;3,33;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99016-0634;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;5,41;5,41;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99012-7274;Skeelo E-Book Pocket : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,93;3,93;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99011-2580;Claro Pós 6GB : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,23;,23;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-3726;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;,47;,47;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-4895;Claro Pós 6GB : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,95;,95;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99011-9953;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;1,91;1,91;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99016-0634;Claro Recado Premium : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;1,33;1,33;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 99010-6432;Claro Recado Premium : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,35;,35;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 99016-0634;Claro Pós 6GB : 21/11/2025 a 27/11/2025;21/11/2025;;;;;0,00;1,33;1,33;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 98999-5533;Claro Pós 6GB : 21/11/2025 a 24/11/2025;21/11/2025;;;;;0,00;,95;,95;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99010-6432;Gestor Online : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,92;,92;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99002-3085;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;2,86;2,86;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99005-3956;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;5,41;5,41;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99005-3956;Skeelo E-Book Pocket : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;2,14;2,14;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 98995-8291;Skeelo E-Book Pocket : 21/11/2025 a 24/11/2025;21/11/2025;;;;;0,00;,85;,85;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99015-3726;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;,89;,89;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99012-7274;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;,89;,89;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99016-0634;Claro Pós 6GB : 28/11/2025 a 30/11/2025;28/11/2025;;;;;0,00;,14;,14;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99011-2580;Claro Pós 6GB : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,95;,95;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-3726;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;1,91;1,91;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 98995-8291;Claro Recado Premium : 21/11/2025 a 24/11/2025;21/11/2025;;;;;0,00;,28;,28;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 99002-3085;Claro Recado Premium : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;,7;,7;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 99005-3956;Claro Recado Premium : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;,7;,7;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 99012-7274;Claro Recado Premium : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;,7;,7;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 99013-0254;Claro Recado Premium : 21/11/2025 a 24/11/2025;21/11/2025;;;;;0,00;,28;,28;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 99016-0634;Claro Recado Premium : 21/11/2025 a 27/11/2025;21/11/2025;;;;;0,00;,49;,49;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 99005-3956;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,6;3,6;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99016-0634;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,6;3,6;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99005-3956;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;1,9;1,9;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-4895;Claro Pós 6GB : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,95;,95;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99005-3956;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;4,51;4,51;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 98995-8291;Claro Pós 6GB : 21/11/2025 a 24/11/2025;21/11/2025;;;;;0,00;,95;,95;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-4895;Claro Pós 6GB : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;1,19;1,19;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99011-9953;Gestor Online : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,33;3,33;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99015-3726;Gestor Online : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,33;3,33;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99015-4895;Gestor Online : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,92;,92;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99013-0254;Gestor Online : 21/11/2025 a 24/11/2025;21/11/2025;;;;;0,00;,73;,73;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99011-9953;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;5,41;5,41;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99016-0634;Skeelo E-Book Pocket : 21/11/2025 a 27/11/2025;21/11/2025;;;;;0,00;1,5;1,5;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99011-9953;Skeelo E-Book Pocket : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;2,14;2,14;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99005-3956;Skeelo E-Book Pocket : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,93;3,93;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99011-9953;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;,47;,47;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 98995-8291;Claro Pós 6GB : 21/11/2025 a 24/11/2025;21/11/2025;;;;;0,00;,19;,19;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99016-0634;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;,89;,89;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 98997-9473;Claro Pós 6GB : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,95;,95;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99005-3956;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;1,91;1,91;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99016-0634;Claro Pós 6GB : 21/11/2025 a 27/11/2025;21/11/2025;;;;;0,00;1,33;1,33;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-3726;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,62;3,62;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-3726;Claro Recado Premium : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;1,33;1,33;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 98999-5533;Claro Pós 6GB : 21/11/2025 a 24/11/2025;21/11/2025;;;;;0,00;,76;,76;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99002-3085;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,6;3,6;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-3726;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,6;3,6;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99015-3726;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;4,51;4,51;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99002-3085;Gestor Online : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;1,84;1,84;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99011-9953;Gestor Online : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;1,84;1,84;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99016-0634;Gestor Online : 28/11/2025 a 30/11/2025;28/11/2025;;;;;0,00;,55;,55;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99012-7274;Gestor Online : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,33;3,33;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99011-9953;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;2,86;2,86;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99016-0634;Claro Pós 6GB : 21/11/2025 a 27/11/2025;21/11/2025;;;;;0,00;2;2;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99011-2580;Skeelo E-Book Pocket : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;1,07;1,07;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99002-3085;Skeelo E-Book Pocket : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,93;3,93;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 98999-5533;Claro Pós 6GB : 21/11/2025 a 24/11/2025;21/11/2025;;;;;0,00;,19;,19;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99002-3085;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;,89;,89;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99005-3956;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;,89;,89;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99005-3956;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,62;3,62;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 98997-9473;Claro Recado Premium : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,35;,35;;;;Mensalidades e Pacotes Promocionais;ISS;;;;;;
11 99011-9953;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;3,6;3,6;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99012-7274;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;1,9;1,9;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 98997-9473;Claro Pós 6GB : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;1,19;1,19;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99012-7274;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;2,38;2,38;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 98997-9473;Gestor Online : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;,92;,92;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99012-7274;Claro Pós 6GB : 01/12/2025 a 20/12/2025;01/12/2025;;;;;0,00;5,41;5,41;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99003-2212;Claro Pós 6GB : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;1,43;1,43;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99005-3956;Claro Pós 6GB : 21/11/2025 a 30/11/2025;21/11/2025;;;;;0,00;2,86;2,86;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 98997-9473;Claro Pós 6GB : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;1,43;1,43;;;;Mensalidades e Pacotes Promocionais;ICMS;;;;;;
11 99016-0634;Skeelo E-Book Pocket : 28/11/2025 a 30/11/2025;28/11/2025;;;;;0,00;,64;,64;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99010-6432;Skeelo E-Book Pocket : 21/11/2025 a 25/11/2025;21/11/2025;;;;;0,00;1,07;1,07;;;;Mensalidades e Pacotes Promocionais;;;;;;;
11 99003-2212;Multa por Quebra de Contrato : 26/11/2025 a 26/11/2025;26/11/2025;;;;;0,00;50;50;;;;Outros;;;;;;;
11 98999-5533;Multa por Quebra de Contrato : 25/11/2025 a 25/11/2025;25/11/2025;;;;;0,00;50;50;;;;Outros;;;;;;;
11 99013-0254;Multa por Quebra de Contrato : 25/11/2025 a 25/11/2025;25/11/2025;;;;;0,00;50;50;;;;Outros;;;;;;;
11 99015-4895;Multa por Quebra de Contrato : 26/11/2025 a 26/11/2025;26/11/2025;;;;;0,00;50;50;;;;Outros;;;;;;;
11 99011-2580;Multa por Quebra de Contrato : 26/11/2025 a 26/11/2025;26/11/2025;;;;;0,00;50;50;;;;Outros;;;;;;;
11 98997-9473;Multa por Quebra de Contrato : 26/11/2025 a 26/11/2025;26/11/2025;;;;;0,00;50;50;;;;Outros;;;;;;;
11 99010-6432;Multa por Quebra de Contrato : 26/11/2025 a 26/11/2025;26/11/2025;;;;;0,00;50;50;;;;Outros;;;;;;;
11 98995-8291;Multa por Quebra de Contrato : 25/11/2025 a 25/11/2025;25/11/2025;;;;;0,00;50;50;;;;Outros;;;;;;;
11 99016-0634;Internet (MB);13/12/2025;13:02:38;;;,125;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99016-0634;Internet (MB);13/12/2025;13:29:28;;;,097656;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);02/12/2025;00:46:58;;;,990234;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);02/12/2025;00:52:21;;;,039062;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);02/12/2025;06:01:00;;;2,230468;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);02/12/2025;06:46:15;;;75,286132;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);02/12/2025;06:52:37;;;,253906;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);02/12/2025;09:18:46;;;,360351;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);02/12/2025;10:42:12;;;,009765;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Download;;;;00011;0
11 99015-3726;Internet (MB);03/12/2025;00:14:45;;;,072265;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);03/12/2025;00:34:40;;;,908203;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);03/12/2025;02:02:30;;;,024414;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);03/12/2025;04:34:49;;;4,318359;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);03/12/2025;05:39:44;;;,28125;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);03/12/2025;07:14:52;;;,392578;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);03/12/2025;09:50:35;;;,158203;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);04/12/2025;00:56:18;;;,08789;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);04/12/2025;07:23:50;;;66,713867;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);04/12/2025;07:29:59;;;1,332031;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);04/12/2025;07:36:23;;;,257812;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);04/12/2025;09:38:47;;;,352539;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);04/12/2025;15:11:16;;;,009765;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Download;;;;00011;0
11 99015-3726;Internet (MB);05/12/2025;00:43:41;;;,08496;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);05/12/2025;07:12:44;;;,266601;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);05/12/2025;11:49:25;;;82,877929;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);05/12/2025;11:52:45;;;,08789;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);05/12/2025;13:27:02;;;,344726;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);06/12/2025;00:02:03;;;,09082;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);06/12/2025;06:47:13;;;,094726;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);08/12/2025;14:34:13;;;,009765;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);08/12/2025;14:34:14;;;,15625;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);09/12/2025;00:34:24;;;,08496;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);09/12/2025;07:14:29;;;,235351;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);10/12/2025;00:44:42;;;,076171;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);10/12/2025;06:34:47;;;,24707;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);10/12/2025;07:25:41;;;21,486328;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);10/12/2025;07:27:11;;;2,001953;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);10/12/2025;09:21:41;;;,276367;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);11/12/2025;00:24:35;;;,582031;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);11/12/2025;00:35:00;;;,099609;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);11/12/2025;07:25:00;;;49,289062;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);11/12/2025;07:45:28;;;,444335;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);11/12/2025;08:05:05;;;,301757;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);12/12/2025;00:00:57;;;,08789;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);12/12/2025;07:05:00;;;,217773;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);12/12/2025;11:32:49;;;1,154296;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);12/12/2025;11:35:27;;;,019531;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);12/12/2025;12:48:26;;;,009765;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Download;;;;00011;0
11 99015-3726;Internet (MB);15/12/2025;13:23:53;;;,009765;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);15/12/2025;13:23:55;;;,173828;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);16/12/2025;00:53:02;;;,356445;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);17/12/2025;00:33:39;;;,077148;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);17/12/2025;06:44:43;;;,256835;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);17/12/2025;10:38:35;;;,298828;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);18/12/2025;01:10:01;;;,088867;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);18/12/2025;07:50:07;;;,201171;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99015-3726;Internet (MB);18/12/2025;14:14:01;;;,018554;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99016-0634;Internet (MB);08/12/2025;19:51:52;;;39,792968;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99016-0634;Internet (MB);08/12/2025;19:52:37;;;5,375976;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99016-0634;Internet (MB);08/12/2025;19:54:18;;;5,564453;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99016-0634;Internet (MB);09/12/2025;07:16:55;;;1,399414;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99016-0634;Internet (MB);09/12/2025;07:16:55;;;5,080078;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99016-0634;Internet (MB);09/12/2025;07:17:10;;;11,338867;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
11 99016-0634;Internet (MB);10/12/2025;08:05:39;;;,583007;0,00;0;0;;;;Serviços (Torpedos, Hits, Jogos, etc.);;Navegação Web;;;;00011;0
